"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61"
"30" 0 0 5 3 1 0 0 4 2 0 0 0 0 0 0 0 0 0 4 2 0 0 0 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 6 4 2 0 7 5 3 1 0 0 6 6 13 11 9 7
"31" 0 0 3 1 0 11 9 7 5 3 10 8 6 4 2 0 0 0 2 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 4 2 0 0 5 17 15 13 11 9 7 5 11 9 21 19
"32" 0 0 1 0 0 9 7 5 3 1 8 6 4 2 6 4 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 8 6 4 2 3 15 13 11 9 13 11 9 9 7 19 17
"33" 0 0 0 0 0 7 5 3 1 0 6 4 2 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 4 2 0 0 0 0 0 0 0 0 0 0 0 2 6 4 2 0 1 13 11 9 7 11 9 7 7 5 17 15
"34" 0 0 0 0 0 5 3 1 0 0 4 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 11 9 7 5 9 7 5 5 3 15 13
"35" 0 0 5 3 1 3 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 3 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 9 7 5 3 7 5 3 10 8 13 11
"36" 0 0 3 1 0 1 0 0 0 0 0 6 4 2 0 0 0 4 2 0 0 0 4 3 1 0 0 0 0 0 0 0 4 2 4 2 4 2 4 2 0 0 0 0 0 0 0 0 4 3 7 5 3 1 5 3 1 8 6 11 9
"37" 0 0 1 0 0 0 0 0 17 15 13 11 9 7 5 3 1 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 2 0 2 0 2 0 2 21 19 17 15 13 11 9 7 5 3 1 5 3 1 0 3 1 0 6 4 9 7
"38" 0 0 0 0 0 0 0 0 15 13 11 9 7 5 3 1 0 0 0 0 0 0 0 0 0 12 10 8 6 4 2 0 0 0 0 0 0 0 0 19 17 15 13 11 9 7 5 3 1 0 3 1 0 0 1 0 0 4 2 7 5
"39" 0 0 0 0 0 0 0 0 13 11 9 15 13 11 9 7 5 4 2 0 0 0 4 2 0 10 8 6 4 2 0 0 4 2 4 2 4 2 4 17 15 13 11 9 7 5 3 1 7 5 3 1 0 0 0 0 0 2 0 5 3
"40" 0 0 0 0 0 0 2 0 11 9 7 13 11 9 7 5 3 2 0 0 0 0 2 0 0 8 6 4 2 0 0 0 2 0 2 0 2 0 2 15 13 11 15 13 11 9 7 5 5 3 1 0 0 0 0 0 0 0 0 3 1
"41" 0 0 0 0 0 0 0 0 9 7 5 11 9 15 13 11 9 7 5 3 1 0 0 0 0 6 4 2 0 0 0 0 0 0 0 0 0 0 0 13 11 9 13 11 9 7 5 3 3 1 0 0 0 0 0 0 0 0 0 1 0
"42" 0 0 0 0 0 0 0 0 7 5 3 9 7 13 11 9 7 5 3 1 0 0 0 0 0 4 2 7 5 3 1 0 0 0 0 0 0 0 0 11 9 7 11 9 7 5 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"43" 0 5 3 1 0 0 0 0 5 3 1 7 5 11 9 7 5 3 1 0 0 5 3 1 0 2 0 5 3 1 0 0 0 0 0 0 0 0 0 9 7 5 9 7 5 3 1 8 6 4 2 0 0 0 0 0 0 0 0 0 0
"44" 0 3 1 0 0 0 0 0 3 1 0 5 3 9 13 11 9 7 5 3 1 3 1 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 7 5 3 7 5 3 7 5 6 4 2 0 0 0 0 2 0 0 0 0 0 0
"45" 0 1 8 6 4 2 0 0 1 0 0 3 1 7 11 9 7 5 3 1 0 1 0 6 4 2 0 1 0 0 0 0 0 0 0 0 0 0 0 5 3 1 5 3 1 5 3 4 2 9 7 5 3 1 0 0 0 5 3 1 0
"46" 0 0 6 4 2 0 0 0 0 0 0 1 0 5 9 7 5 3 1 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 3 1 0 3 1 2 0 7 5 3 1 0 0 0 0 3 1 0 0
"47" 0 0 5 3 1 0 0 0 0 0 0 0 0 3 7 5 3 1 0 0 0 0 0 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 5 3 1 0 0 0 0 0 5 3 1 0
"48" 0 0 3 1 0 0 0 0 17 15 13 11 9 7 5 3 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 18 17 15 13 11 9 7 5 3 3 1 0 0 0 0 0 0 3 1 0 0
"49" 0 0 1 7 5 3 1 0 15 13 11 9 7 5 3 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 16 15 13 11 9 7 5 3 1 1 0 5 3 1 0 0 0 1 0 0 0
"50" 0 0 0 5 3 1 0 0 13 11 9 7 15 13 11 9 7 5 3 6 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 14 13 11 9 7 5 3 1 0 0 0 3 11 9 7 5 3 1 0 0 6
"51" 0 0 0 3 1 0 0 0 11 9 7 5 13 11 9 7 5 3 1 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 12 11 9 7 5 3 1 0 0 0 0 1 9 7 5 3 1 0 0 0 4
"52" 0 0 0 1 0 0 0 0 9 7 5 3 11 9 13 11 9 7 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 10 9 7 5 3 7 5 3 1 0 0 0 7 5 9 7 5 3 1 0 2
"53" 0 0 0 0 0 10 8 6 7 5 17 15 13 11 11 9 7 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 7 5 3 1 5 3 1 0 0 10 8 6 4 7 5 3 1 0 11 9
"54" 0 0 0 0 5 8 6 4 5 3 15 13 11 9 9 7 5 3 1 0 0 0 0 0 0 0 0 0 5 5 3 1 0 0 0 0 0 5 3 5 6 5 3 1 0 3 1 0 0 0 8 6 4 2 5 3 1 0 0 9 7
"55" 0 0 0 0 3 6 4 2 3 1 13 11 9 7 7 5 3 1 0 0 0 0 0 0 0 0 0 3 3 3 1 0 0 0 0 0 0 3 1 3 4 3 1 0 0 1 0 0 0 0 6 4 2 0 3 1 0 0 0 7 5
"56" 0 0 0 0 1 4 2 0 1 0 11 9 17 15 13 11 9 7 5 6 4 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 2 1 0 0 0 0 0 0 0 0 4 2 10 8 6 4 2 0 0 5 13
"57" 0 0 0 4 2 2 0 0 0 0 9 7 15 13 11 9 7 5 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 8 8 6 4 2 0 0 0 3 11
"58" 0 0 0 2 0 0 0 0 0 0 7 5 13 11 15 13 11 9 7 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 6 6 4 8 6 4 2 0 1 9
